Date,open,high,low,close,volume,mom_30d,mom_60d,mom_90d,mom_180d,log_return,sigma_30,sigma_90,adv_dec_ratio,pct_above_50dma,pct_pos_momentum,regime
2021-11-26,17338.75,17355.400390625,16985.69921875,17026.44921875,356300,-0.05366289045512762,0.0056345255077521195,0.06921848569587574,0.11681072932545722,-0.029502195657113865,0.15752296413690323,0.1237865779774574,1.153751662971175,31.428571428571427,33.06122448979592,Bear
2021-11-29,17055.80078125,17160.69921875,16782.400390625,17053.94921875,348900,-0.06099636770960948,-0.004567422956088474,0.07099920873625831,0.13084224715282722,0.0016138312478338214,0.1542831130692911,0.12378767849341098,1.2308563049853372,27.346938775510203,31.02040816326531,Bear
2021-11-30,17051.150390625,17324.650390625,16931.400390625,16983.19921875,498000,-0.07390723392852616,-0.0054491343971890815,0.0781340492625815,0.13690493857006514,-0.0041572285072535705,0.15025850663892742,0.12252429593010682,0.6008563049853373,23.6734693877551,26.938775510204078,Bear
2021-12-01,17104.400390625,17213.05078125,17064.25,17166.900390625,295500,-0.07090689992336352,-0.0039021360772494296,0.09818263826373896,0.1478116210296092,0.010758559762450211,0.15242155272141444,0.12278284391532085,0.8253007494297817,20.816326530612248,22.448979591836732,Bear
2021-12-02,17183.19921875,17420.349609375,17149.30078125,17401.650390625,279900,-0.05522088140481851,0.004505459777987664,0.09969638653880963,0.15254927279780905,0.013581917861660867,0.15931302542473544,0.12315852595620398,3.699967416096449,17.95918367346939,20.816326530612244,Bear
2021-12-03,17424.900390625,17489.80078125,17180.80078125,17196.69921875,292500,-0.058571404284566086,-0.01042143161725051,0.084551286769178,0.1332405988933003,-0.011847592241934006,0.16087853713049668,0.12502311988412215,3.7285221946512275,18.367346938775512,20.816326530612244,Bear
2021-12-06,17209.05078125,17216.75,16891.69921875,16912.25,231700,-0.06963597056769144,-0.025909862257217697,0.06874171242990346,0.1251617349696359,-0.016679248094838027,0.166254355702377,0.12835664263475172,3.6123931623931624,17.142857142857142,19.591836734693878,Bear
2021-12-07,17044.099609375,17251.650390625,16987.75,17176.69921875,254100,-0.051791682628326674,-0.010188191503154975,0.09082993345784462,0.1505207286747714,0.015515557382479443,0.17411733223673317,0.13034254723563538,5.7123931623931625,16.3265306122449,21.632653061224488,High Volatility
2021-12-08,17315.25,17484.599609375,17308.94921875,17469.75,257800,-0.03617301557454822,0.005786087482188451,0.11205708465012676,0.17164470362484985,0.016917044993306308,0.18228222266893213,0.13291606195303754,7.617948717948718,18.775510204081634,26.530612244897963,High Volatility
2021-12-09,17524.400390625,17543.25,17379.599609375,17516.849609375,237200,-0.04113938632720582,0.00930832776459467,0.11017554909029958,0.18989829986326012,0.002692438725331353,0.18065205828997458,0.13283059823488352,4.817948717948718,20.0,27.346938775510203,High Volatility
2021-12-10,17476.05078125,17534.349609375,17405.25,17511.30078125,204500,-0.038419108696412296,0.0075547054804372404,0.1109081680400843,0.20287688436986118,-0.00031682107730694167,0.18060024009194522,0.13280511991837693,4.975,23.26530612244898,28.97959183673469,High Volatility
2021-12-13,17619.099609375,17639.5,17355.94921875,17368.25,256600,-0.02738383569698577,-0.008630363709618227,0.09336390105883341,0.17798765599565924,-0.0082026046847206,0.1734346395660561,0.1332535280978884,5.039864864864865,28.16326530612245,33.06122448979592,High Volatility
2021-12-14,17283.19921875,17376.19921875,17225.80078125,17324.900390625,271000,-0.019621823221670054,-0.017277835978048106,0.07402944008338119,0.1756534792340978,-0.0024990311601760175,0.17115737370964462,0.13114060338757055,3.056531531531532,31.428571428571427,36.734693877551024,High Volatility
2021-12-15,17323.650390625,17351.19921875,17192.19921875,17221.400390625,215000,-0.03950160681160453,-0.020685066201874602,0.05920489811677099,0.16244961208424047,-0.005991976410169169,0.16560367686766822,0.13106821608385583,0.8947668256491786,30.20408163265306,33.87755102040817,Bear
2021-12-16,17373.0,17379.349609375,17184.94921875,17248.400390625,219500,-0.03580695659047539,-0.008536003349195798,0.058534778645388474,0.1855059265355785,0.0015665890089298405,0.16579020369225558,0.13105116031494074,0.820100158982512,28.163265306122447,32.244897959183675,Bear
2021-12-17,17276.0,17298.150390625,16966.44921875,16985.19921875,354600,-0.047338076693450803,-0.0328436841618267,0.046002575066979245,0.1857115062291146,-0.015377077556357827,0.1707271349666183,0.13359657874939113,0.6396738023933646,24.489795918367346,30.20408163265306,Bear
2021-12-20,16824.25,16840.099609375,16410.19921875,16614.19921875,330600,-0.07270279880899144,-0.05314126349569259,0.02189345217043659,0.14523029388154862,-0.022084626281366433,0.17946625432593521,0.1388294207077688,0.5878524157893693,20.408163265306122,25.714285714285715,Bear
2021-12-21,16773.150390625,16936.400390625,16688.25,16770.849609375,241000,-0.07182098816810722,-0.059030612524451076,0.030144164456917588,0.12972294229564119,0.009384532645495392,0.17999058068904072,0.1396598495921587,1.0120948400317935,17.95918367346939,20.816326530612248,Bear
2021-12-22,16865.55078125,16971.0,16819.5,16955.44921875,207900,-0.06034059499563571,-0.05028510515119078,0.04134558913847908,0.1541620884864381,0.010947032985081793,0.18414452746965584,0.14078440948946255,2.1238595459141463,17.95918367346939,20.0,High Volatility
2021-12-23,17066.80078125,17118.650390625,17015.55078125,17072.599609375,197000,-0.0524276608093438,-0.043825014540335605,0.04327682052779158,0.14832838790643765,0.006885546336514033,0.18596669802690954,0.14098916515546228,2.38519287924748,19.183673469387752,20.0,High Volatility
2021-12-24,17149.5,17155.599609375,16909.599609375,17003.75,182600,-0.048666727933121545,-0.041966669245361854,0.028716046357164293,0.16163291115341294,-0.0040409083631890875,0.18517049218511566,0.14025506332245916,2.4221507673681586,20.408163265306122,20.816326530612244,High Volatility
2021-12-27,16937.75,17112.05078125,16833.19921875,17086.25,144800,-0.05615168966041073,-0.03529107144471888,0.03158833633126812,0.16363605407430115,0.004840138519222991,0.18120460840031033,0.1404303466419657,2.962953442953443,23.26530612244898,22.040816326530614,Bear
2021-12-28,17177.599609375,17250.25,17161.150390625,17233.25,176000,-0.04838353768610526,-0.021846810368346792,0.037235347535905516,0.1629119428796879,0.008566610759914585,0.18364796346741802,0.14103018352320756,5.3387110187110185,25.71428571428571,22.448979591836736,High Volatility
2021-12-29,17220.099609375,17285.94921875,17176.650390625,17213.599609375,161700,-0.04364636447585013,-0.018163943046273556,0.03891338356014695,0.15731015849427443,-0.00114091088034896,0.18316485887469194,0.14095342960855264,4.288711018711019,27.755102040816325,23.6734693877551,Bear
2021-12-30,17201.44921875,17264.05078125,17146.349609375,17203.94921875,320800,-0.03881304772782601,-0.02754473433194371,0.04580099199112486,0.15969825591476372,-0.0005607831589689821,0.18276315130451457,0.14037810143193966,3.9909332409332414,29.38775510204082,24.081632653061224,High Volatility
2021-12-31,17244.5,17400.80078125,17238.5,17354.05078125,167000,-0.02312156522653097,-0.02627326324178214,0.051987039824621384,0.21265415057834036,0.008686990360265219,0.18402150038176815,0.14099624861242582,5.359401709401709,33.469387755102034,26.938775510204085,High Volatility
2022-01-03,17387.150390625,17646.650390625,17383.30078125,17625.69921875,200500,0.012008602629009824,-0.00115044663096453,0.06021796812540714,0.21516321880250433,0.015532066331647875,0.18075247574076786,0.14271194850850477,6.0055555555555555,39.59183673469387,33.87755102040816,Transition
2022-01-04,17681.400390625,17827.599609375,17593.55078125,17805.25,247400,0.017248149489244025,0.0008375546828571778,0.07037115790751636,0.22108910715368046,0.01013533773365083,0.182499073246922,0.14359179266762578,3.4927350427350428,46.53061224489795,40.40816326530612,Transition
2022-01-05,17820.099609375,17944.69921875,17748.849609375,17925.25,251500,0.029296453117398258,0.00167926497395543,0.07743928130392574,0.2262576561537364,0.006716975758933995,0.18253466271197494,0.1439332285416519,3.719205630970337,53.87755102040817,47.346938775510196,Transition
2022-01-06,17768.5,17797.94921875,17655.55078125,17745.900390625,236500,0.011955257858721202,-0.011147297124634026,0.062298040163861756,0.2358342519561072,-0.01005580805311726,0.1843372817610296,0.14496787348926837,3.6518853695324283,60.816326530612244,53.469387755102034,Bull
2022-01-07,17797.599609375,17905.0,17704.55078125,17812.69921875,239300,0.04617815434671835,-0.00996278934653716,0.052072871843038104,0.24595693545564412,0.0037571168401497185,0.16121477939604828,0.14345330114282767,2.5629964806435397,65.71428571428571,61.22448979591836,Bull
2022-01-10,17913.30078125,18017.44921875,17879.150390625,18003.30078125,232400,0.05566754951141961,-0.008724336517681341,0.050845869311783476,0.24969546291602618,0.010643475643964555,0.1633774972149457,0.1432073403934449,1.7754964806435396,69.79591836734694,65.71428571428571,Bull
2022-01-11,17997.75,18081.25,17964.400390625,18055.75,220200,0.06315363598077961,-0.015421108495614955,0.057360368933460304,0.25899936141274194,0.0029090757855369247,0.16241717617804236,0.14311366188813068,1.429983660130719,71.83673469387755,71.0204081632653,Bull
2022-01-12,18170.400390625,18227.94921875,18128.80078125,18212.349609375,245000,0.06089912534943864,-0.014325942760497923,0.056759352598090285,0.2573247918104937,0.008635720331115329,0.16154127627812584,0.14302022554256705,1.466013071895425,72.24489795918366,76.3265306122449,Bull
2022-01-13,18257.0,18272.25,18163.80078125,18257.80078125,303700,0.04919937887536485,-0.00873833559552084,0.053926504475977355,0.2460068739689496,0.002492514833041471,0.15776805768463076,0.14284814381717267,1.7902777777777779,74.6938775510204,81.63265306122449,Bull
2022-01-14,18185.0,18286.94921875,18119.650390625,18255.75,229500,0.06158453827553667,-0.0005939588980442556,0.05052130760396767,0.22814012128662609,-0.00011232987251458901,0.1526589164610204,0.14278782347922805,1.6150641025641026,77.55102040816328,83.26530612244896,Bull
2022-01-17,18235.650390625,18321.55078125,18228.75,18308.099609375,266700,0.08253482590282202,0.007151462627752014,0.05448649767503855,0.22915220170913675,0.0028634646353713476,0.14202584734335277,0.1428185404089033,1.6150641025641026,78.36734693877551,85.71428571428571,Bull
2022-01-18,18337.19921875,18350.94921875,18085.900390625,18113.05078125,227500,0.05451289276101923,-0.00010210430833823558,0.04376931346702384,0.23798287653266414,-0.010710847446216868,0.14171107202661368,0.14405585832285875,1.4457551594746716,80.0,86.93877551020408,Bull
2022-01-19,18129.19921875,18129.19921875,17884.900390625,17938.400390625,276700,0.02682639365903916,-0.01031701347114633,0.0327677010017704,0.225790354192122,-0.009689027834056424,0.1379275198470973,0.1450537799149406,1.105477381696894,77.9591836734694,82.85714285714286,Bull
2022-01-20,17921.0,17943.69921875,17648.44921875,17757.0,258100,0.013709679307657652,-0.02799371481300794,0.023145621260795446,0.22491635912116714,-0.010163883876396832,0.1414495573465554,0.14610786233091108,0.799227381696894,73.87755102040816,78.36734693877551,Bull
2022-01-21,17613.69921875,17707.599609375,17485.849609375,17617.150390625,277600,0.006044645723197073,-0.03260669287428597,0.013645016721806735,0.20518071134939242,-0.00790692279190989,0.1435045737786186,0.14672932788325518,0.7182319065837717,68.16326530612245,70.61224489795919,Bull
2022-01-24,17575.150390625,17599.400390625,16997.849609375,17149.099609375,323800,-0.012617874030198761,-0.03965618393789638,-0.021139340897694314,0.16464059524366137,-0.02692721026213864,0.16209059980654325,0.15294803958879868,0.31424254488164405,58.367346938775505,60.0,Transition
2022-01-25,17001.55078125,17309.150390625,16836.80078125,17277.94921875,326500,-0.0027100399319124335,-0.022278687229114857,-0.019941052284523142,0.16560574260094896,0.0074854055398087425,0.16355598045669384,0.15310885752718104,0.7752181546377417,49.38775510204082,51.83673469387755,Transition
2022-01-27,17062.0,17182.5,16866.75,17110.150390625,395600,-0.006459985685052794,-0.045706412682117725,-0.02701142665536893,0.14507763758183634,-0.009759199363728934,0.1650943790311293,0.15389349048865672,0.7752181546377417,44.08163265306123,46.530612244897966,Transition
2022-01-28,17208.30078125,17373.5,17077.099609375,17101.94921875,355300,-0.008490710359124076,-0.04399364045234799,-0.01695423697625731,0.15158825101425855,-0.0004794310858279706,0.16500888124936228,0.15287334615042034,0.9589681546377417,40.0,42.857142857142854,Transition
2022-01-31,17301.05078125,17410.0,17264.150390625,17339.849609375,321700,0.020879966496565983,-0.02744652765225586,-0.01264949269018334,0.17986252572891503,0.01381485185545943,0.16349009294897668,0.15382500905546173,2.3040661938534277,37.95918367346939,45.71428571428571,Transition
2022-02-01,17529.44921875,17622.400390625,17244.55078125,17576.849609375,386400,0.0579414257618025,-0.018973876867055428,0.0017210816923858285,0.19751255932525114,0.013575374822651254,0.15263349963750508,0.15552101491088444,2.9122222222222223,43.265306122448976,53.469387755102034,Low Volatility
2022-02-02,17706.19921875,17794.599609375,17674.80078125,17780.0,271200,0.06017288414898658,-0.01596978001962579,-0.002409770584141935,0.1914374334235569,0.01149155699474709,0.15365277327350396,0.1544973632175956,3.1722222222222225,49.38775510204081,59.59183673469388,Low Volatility
2022-02-03,17767.75,17781.150390625,17511.150390625,17560.19921875,226600,0.03566699957033537,-0.026825763401083447,-0.01641162440467714,0.16230364326254532,-0.01243929691182117,0.15667050233550997,0.15585567066665393,3.1512820512820516,52.6530612244898,65.3061224489796,Low Volatility
2022-02-04,17590.19921875,17617.80078125,17462.55078125,17516.30078125,261400,0.025989080867998116,-0.027801126657839736,-0.018974905519267504,0.16541087920023245,-0.002503012582150695,0.15605506200989996,0.15590306634701293,2.977411083540116,55.51020408163265,71.0204081632653,Low Volatility
2022-02-07,17456.30078125,17536.75,17119.400390625,17213.599609375,265000,0.012341372307579146,-0.03692596983395657,-0.03014322322744878,0.15480625886288446,-0.017432174227495423,0.1643137407021181,0.15826220768175223,1.5831021404506849,55.51020408163265,70.61224489795919,Transition
2022-02-08,17279.849609375,17306.44921875,17043.650390625,17266.75,268500,0.010564050040237083,-0.046180828879590075,-0.025099838049197465,0.13781936582672794,0.003082940476216172,0.1639805358951959,0.15833650656783693,1.2564354737840182,52.24489795918366,66.93877551020407,Transition
2022-02-09,17370.099609375,17477.150390625,17339.0,17463.80078125,236400,0.013378253158864428,-0.03565257174312697,-0.00876082936930389,0.14910812536204943,0.0113475249468573,0.16538341918059452,0.15929282633524386,1.521435473784018,48.57142857142857,63.6734693877551,Transition
2022-02-10,17554.099609375,17639.44921875,17427.150390625,17605.849609375,273600,0.022787215277527917,-0.021853728301714836,0.00420936655077031,0.1576360104595942,0.00810099920504003,0.16677752086761974,0.15966824594883863,2.495153422501967,48.97959183673469,62.44897959183673,Transition
2022-02-11,17451.0,17454.75,17303.0,17374.75,253100,0.009927998454206666,-0.029270385151464295,-0.017890199957606212,0.13549694821231006,-0.013213208134273142,0.17160391941115413,0.16045942688496437,2.4017516629711753,46.53061224489795,59.59183673469388,Transition
2022-02-14,17076.150390625,17099.5,16809.650390625,16842.80078125,305500,-0.029459980637625782,-0.05190038500027161,-0.054959234053017725,0.09812008920436432,-0.031094690696753635,0.19225834533838976,0.16804882113800815,2.366893939393939,43.6734693877551,55.10204081632653,Transition
2022-02-15,16933.25,17375.0,16839.25,17352.44921875,298700,-0.01550293106722933,-0.00368049697699091,-0.0166355424033775,0.12417998462113311,0.02981034961442144,0.2068268521188078,0.17483832496095747,6.776893939393939,44.08163265306122,51.83673469387755,Transition
2022-02-16,17408.44921875,17490.599609375,17257.69921875,17322.19921875,244500,-0.0271296826076578,-0.010349469939626488,-0.026314850517513033,0.11162303538926732,-0.001744791023833279,0.2043593471493503,0.1742859855326382,5.8785606060606055,43.673469387755105,47.755102040816325,Transition
2022-02-17,17396.55078125,17442.900390625,17235.849609375,17304.599609375,232100,-0.03462436454861162,-0.006342282503931429,-0.03300324305728819,0.11106046243674861,-0.001016531212017758,0.20307416866791939,0.17397613741240445,4.991491640543364,41.63265306122449,41.63265306122449,Transition
2022-02-18,17236.05078125,17380.80078125,17219.19921875,17276.30078125,189600,-0.026462427886898565,-0.014823535177133085,-0.037314740465238194,0.10914732506128977,-0.0016366742405402451,0.20133315182231812,0.17390373380422622,5.084893400074156,41.22448979591836,37.95918367346938,Transition
2022-02-21,17192.25,17351.05078125,17070.69921875,17206.650390625,215200,-0.03402341333463155,0.01058360257971791,-0.043647234581265626,0.0966390691730672,-0.004039705592356217,0.20103591902314438,0.17393388932368012,5.1386214702495945,42.04081632653062,36.73469387755102,Transition
2022-02-22,16847.94921875,17148.55078125,16843.80078125,17092.19921875,300100,-0.05060747323895687,0.0022428822502851276,-0.05889029312979199,0.09074196128013279,-0.00667378632095619,0.19845389107046246,0.1734244401870619,0.5696559530082157,38.36734693877551,32.6530612244898,Bear
2022-02-23,17194.5,17220.69921875,17027.849609375,17063.25,200200,-0.054968638799274494,0.004713527776416981,-0.06954206995210954,0.08326744035378231,-0.0016951453630000418,0.19796645910301947,0.1725424215805469,0.6690762428632883,35.51020408163265,29.79591836734694,Bear
2022-02-24,16548.900390625,16705.25,16203.25,16247.9501953125,458000,-0.10786084476718505,-0.05353035052351951,-0.12064157923944929,0.03226476315531168,-0.04896026903082192,0.23775078265162486,0.18984563890688813,0.5311452083805296,28.16326530612245,24.489795918367346,Bear
2022-02-25,16515.650390625,16748.80078125,16478.30078125,16658.400390625,329800,-0.08760093341951225,-0.04271146605728959,-0.09557378266033256,0.06543190953891909,0.024947858168202962,0.2514329135059653,0.19487918441550048,3.4816828427891315,24.89795918367347,19.591836734693878,Bear
2022-02-28,16481.599609375,16815.900390625,16356.2998046875,16793.900390625,404200,-0.08007611899675449,-0.023423031536529915,-0.08062251597139969,0.0671093638305984,0.008101131335537446,0.2533877732366897,0.19510017142593028,3.9237881059470268,24.48979591836735,18.775510204081634,Bear
2022-03-02,16593.099609375,16678.5,16478.650390625,16605.94921875,517700,-0.09297253275557793,-0.01811117865748202,-0.08648595972123474,0.05105270972017606,-0.011254730666993663,0.2539575719181218,0.19575704529370966,3.8809889173060528,22.857142857142858,16.73469387755102,Bear
2022-03-03,16723.19921875,16768.94921875,16442.94921875,16498.05078125,442100,-0.08916223001327817,-0.03950982833530614,-0.08925523047379091,0.04339790655915077,-0.006518778370608893,0.25317721791035946,0.19593169272998792,3.7645793801391525,20.816326530612244,15.918367346938776,Bear
2022-03-04,16339.4501953125,16456.0,16133.7998046875,16245.349609375,456100,-0.09438136870525116,-0.070086886797178,-0.10372464832404027,0.02369989819147089,-0.015435549523985674,0.25501537780733335,0.1973844224868461,3.8095793801391524,22.448979591836736,17.95918367346939,Bear
2022-03-07,15867.9501953125,15944.599609375,15711.4501953125,15863.150390625,585400,-0.10665369202990371,-0.09440620063695371,-0.1316617738044722,0.006063122496627882,-0.023807855961420165,0.2611954643384734,0.20035199194460857,0.7879127134724857,20.408163265306122,19.183673469387756,High Volatility
2022-03-08,15747.75,16028.75,15671.4501953125,16013.4501953125,543600,-0.09103062412215723,-0.08553622627174018,-0.12066910939353748,0.020523968331080944,0.009430172336242727,0.26362513631333195,0.201175030654157,1.0479127134724857,18.36734693877551,18.367346938775512,High Volatility
2022-03-09,16078.0,16418.05078125,15990.0,16345.349609375,462200,-0.04686834984389554,-0.058894844939760715,-0.08466591387951672,0.04221037064711464,0.020514423015661167,0.26234657867570266,0.20210836598757506,1.5135235732009924,19.183673469387752,24.081632653061227,Bear
2022-03-10,16757.099609375,16757.30078125,16447.900390625,16594.900390625,486400,-0.03953298041782394,-0.04213588439417659,-0.06093092474097539,0.0538786645048106,0.015152013456311012,0.2655748590432715,0.2032502185567357,3.163846153846154,20.816326530612244,28.16326530612245,High Volatility
2022-03-11,16528.80078125,16694.400390625,16470.900390625,16630.44921875,343700,-0.028036058183207868,-0.03431493133373187,-0.07246104322002411,0.05437854646463047,0.0021398626113986923,0.26453583479233944,0.2016807262211796,3.4088461538461545,24.89795918367347,34.69387755102041,High Volatility
2022-03-14,16633.69921875,16887.94921875,16606.5,16871.30078125,314700,-0.013486675381255697,-0.02186287428600997,-0.05688698788598323,0.07549909773356722,0.014378694372337426,0.2682435289146116,0.20326331236795325,3.9805128205128204,29.79591836734694,40.40816326530612,High Volatility
2022-03-15,16900.650390625,16927.75,16555.0,16663.0,381600,-0.039034341394117544,-0.018969410638076223,-0.06540951191591216,0.055258070156006145,-0.012423307208470636,0.2668923274809359,0.20416963126686907,3.3267628205128204,30.612244897959187,43.6734693877551,High Volatility
2022-03-16,16876.650390625,16987.900390625,16837.849609375,16975.349609375,260000,-0.03422114960118772,0.021737453961514053,-0.05254571858946111,0.07030109849160748,0.018571576221107083,0.26969463435431734,0.20650933472360805,4.532916666666667,35.10204081632653,43.673469387755105,High Volatility
2022-03-17,17202.900390625,17344.599609375,17175.75,17287.05078125,448300,-0.027724927938695187,0.03077966733339732,-0.04325194695807999,0.09310012632259101,0.01819544269851146,0.2731058543152716,0.20835612111152743,4.532916666666667,38.775510204081634,43.265306122448976,High Volatility
2022-03-21,17329.5,17353.349609375,17096.400390625,17117.599609375,285500,-0.02520470319621504,0.009563320236050554,-0.051354331192762226,0.08693867631940222,-0.009850560325581039,0.2722602007778951,0.2089400750506792,4.282916666666667,40.40816326530613,41.22448979591836,High Volatility
2022-03-22,17120.400390625,17334.400390625,17006.30078125,17315.5,338300,-0.011463652272113545,0.014227498809942007,-0.03894607648117476,0.10138981649333711,0.011494902983443505,0.2745352742619908,0.20990832652345756,4.446250000000001,42.857142857142854,40.40816326530612,High Volatility
2022-03-23,17405.05078125,17442.400390625,17199.599609375,17245.650390625,292100,0.001861945320985825,0.014226296588987664,-0.03513277864972597,0.09985015246332907,-0.004042093720190609,0.2700157000196236,0.20960883766045793,4.49,47.755102040816325,42.857142857142854,Transition
2022-03-24,17094.94921875,17291.75,17091.150390625,17222.75,290300,-0.0025482502497574666,0.007988879947326,-0.048611398820621154,0.09544146404743548,-0.0013287761390126268,0.2698895083404778,0.20843098619094094,2.9560869565217396,49.38775510204082,45.30612244897959,Transition
2022-03-25,17289.0,17294.900390625,17076.55078125,17153.0,237100,-0.01779685792016661,-0.0046566956319904484,-0.05281492590949266,0.08327783730657745,-0.004058098847076208,0.26790483090461514,0.2085071125743306,1.2760869565217394,50.20408163265306,45.714285714285715,Transition
2022-03-28,17181.849609375,17235.099609375,17003.900390625,17222.0,253200,-0.021802390562884466,0.00048800894732248246,-0.043179655344910084,0.08874243358146439,0.004014550846285441,0.26701204105485515,0.20843846963064913,1.6360869565217395,51.83673469387755,46.93877551020408,Transition
2022-03-29,17297.19921875,17343.650390625,17235.69921875,17325.30078125,235100,-0.0028460391516424988,0.007053703830266045,-0.03203311964098199,0.0910379230690419,0.00598026976240216,0.26500468430030477,0.208535247602454,1.2685869565217396,52.244897959183675,48.57142857142857,Transition
2022-03-30,17468.150390625,17522.5,17387.19921875,17498.25,505000,0.03891569028588582,0.008309254165937974,-0.015004434022774626,0.11256108987250846,0.009932969892759297,0.2495258679119779,0.20888497413006124,1.4950575447570336,54.28571428571429,50.61224489795918,Transition
2022-03-31,17519.19921875,17559.80078125,17435.19921875,17464.75,281100,0.006471753919824463,-0.009131508302308022,0.0027674376720958627,0.1131276509201995,-0.001916312115762529,0.2344846972709833,0.20625336716702256,1.4189705882352945,55.51020408163265,49.79591836734694,Transition
2022-04-01,17436.900390625,17703.69921875,17422.69921875,17670.44921875,291800,0.020104260180950018,-0.0075708446244787675,0.009546721804922331,0.1260370912792168,0.01170914487476482,0.23673888173006014,0.20701709968632473,2.0298796791443854,58.77551020408164,51.83673469387755,Transition
2022-04-04,17809.099609375,18114.650390625,17791.400390625,18053.400390625,345500,0.04327177733972687,0.007149154997838192,0.03665505299945959,0.1417278795759298,0.0214403456403388,0.24418399674504046,0.20987452352688474,4.696546345811052,64.48979591836735,55.91836734693877,Bull
2022-04-05,18080.599609375,18095.44921875,17921.55078125,17957.400390625,283500,0.039423926336950466,0.011918245642341896,0.024015989200940835,0.1326767253207608,-0.005331746328175393,0.2448189065177388,0.2097967317980887,4.529500891265598,70.61224489795919,59.183673469387756,Bull
2022-04-06,17842.75,17901.0,17779.849609375,17807.650390625,328800,0.03492835539492645,-0.0002834398124056392,0.04588162580690747,0.11827596816240216,-0.008374145812508964,0.24595835348077655,0.20421358822097085,4.290961337513062,74.6938775510204,60.816326530612244,Bull
2022-04-07,17723.30078125,17787.5,17623.69921875,17639.55078125,308800,0.032023471964892636,-0.020204628274546055,0.03433817909204051,0.10777537137327742,-0.009484577848941177,0.24686796472165132,0.20488527876019086,4.332961337513062,79.18367346938776,65.3061224489796,Bull
2022-04-08,17698.150390625,17842.75,17600.55078125,17784.349609375,274400,0.04226039056891273,-0.015031244375060537,0.047173113870118355,0.12899298953569693,0.008175250776633796,0.24757046093799398,0.20515189323079616,4.530941135492861,82.44897959183672,70.61224489795919,Bull
2022-04-11,17740.900390625,17779.05078125,17650.94921875,17674.94921875,251700,0.08782640310217027,-0.02950747169647827,0.02959467443537167,0.13068299591373167,-0.006170496392137639,0.19807967827355458,0.20471311247776813,1.602205503308952,82.44897959183673,75.10204081632652,Bull
2022-04-12,17584.849609375,17595.30078125,17442.349609375,17530.30078125,266000,0.05233998284227148,-0.039845981929385044,0.0073929993843750985,0.10782644124749052,-0.008217481851263662,0.18897809791343262,0.20396420529431036,1.4080330091364577,80.81632653061224,77.95918367346938,Bull
2022-04-13,17599.900390625,17663.650390625,17457.400390625,17475.650390625,245100,0.040595096085039195,-0.042731720656505434,0.01622120433268104,0.10214401480113278,-0.0031223510971550208,0.18847377704096044,0.20303970790705975,1.4470250515767762,78.36734693877551,78.77551020408164,Bull
2022-04-18,17183.44921875,17237.75,17067.849609375,17173.650390625,376100,0.03418661374888465,-0.06196433507326371,0.015456275222102356,0.08526047847856089,-0.017432250630348714,0.19285655108542776,0.20322056137969643,1.4470250515767762,75.10204081632652,77.95918367346938,Bull
2022-04-19,17258.94921875,17275.650390625,16824.69921875,16958.650390625,401400,0.027918425969355676,-0.06373307316181076,-0.012694454583391579,0.07698244240935992,-0.012598203971631295,0.1957325893464578,0.20265397300928403,0.5914694960212205,69.79591836734694,75.91836734693877,Bull
2022-04-20,17045.25,17186.900390625,16978.94921875,17136.55078125,286100,0.05485884842765709,-0.04470017347779032,-0.019072924269093683,0.09084690409168572,0.010435603778864927,0.19126065919465116,0.20139544832365866,1.0073846153846158,66.93877551020407,73.87755102040816,Bull
2022-04-21,17234.599609375,17414.69921875,17215.5,17392.599609375,285200,0.09641522529181179,-0.02052150648335871,-0.0070931704484978875,0.10230088469284748,0.014831150992767859,0.1787140646670467,0.2029100540579394,1.8449914529914533,66.93877551020407,75.10204081632654,Bull
2022-04-22,17242.75,17315.30078125,17149.19921875,17171.94921875,262700,0.07234537275275121,-0.02527089580343911,-0.019379003692481578,0.08937987454962748,-0.012767612798961313,0.18336687506351307,0.20401792537670863,1.7070927663122788,67.75510204081633,77.14285714285714,Bull
2022-04-25,17009.05078125,17054.30078125,16888.69921875,16953.94921875,275700,0.03723380801998455,-0.011379628964211963,-0.02385391626962996,0.06728289011074007,-0.012776394201003337,0.18003045082829705,0.2046673216547316,1.5541171565561815,65.71428571428571,77.55102040816327,Bull
2022-04-26,17121.30078125,17223.849609375,17064.44921875,17200.80078125,261100,0.036511239981126486,-0.004465138571901783,-0.00716307779998282,0.06633608364459187,0.014455140840464372,0.17957252684989508,0.20610526086007702,2.5457838232228482,66.53061224489795,77.55102040816328,Bull
2022-04-27,17073.349609375,17110.69921875,16958.44921875,17038.400390625,265100,0.02453037596934271,-0.004193417261797561,-0.010626313531367781,0.047949454775421785,-0.00948629657994312,0.1821835801751357,0.20647168405309416,2.0432197206587452,65.3061224489796,75.51020408163265,Bull
2022-04-28,17189.5,17322.5,17071.05078125,17245.05078125,312900,0.022153004373875573,0.008367558613909809,-0.0001941982618179905,0.058329213031301785,0.012055547873445796,0.18079898132885436,0.2074577320859053,2.3543308317698566,62.857142857142854,71.42857142857142,Bull
2022-04-29,17329.25,17377.650390625,17053.25,17102.55078125,336200,0.026378850222048777,-0.013685172217220432,0.006909048341950275,0.05322945742392138,-0.008297570200330234,0.17857240183127657,0.20630718311339571,2.3614602876798,60.0,68.9795918367347,Transition
